Date,return
2020-10-20,-0.010036609760485149
2020-10-21,-0.07173320146032491
2020-10-22,-0.007841680802701312
2020-10-23,0.006265981328493986
2020-10-26,-8.194106704273452e-05
2020-10-27,0.0014122467291350915
2020-10-28,-0.0055170058791631504
2020-10-29,0.03629052192491411
2020-10-30,-0.05812136502430487
2020-11-02,0.017461333799317025
2020-11-03,0.006382969177239239
2020-11-04,0.019773673016229232
2020-11-05,0.03326680737143306
2020-11-06,0.0018862040465386087
2020-11-09,-0.08984649437045356
2020-11-10,0.020489999583268137
2020-11-11,0.021669271213261787
2020-11-12,-0.008163520128985802
2020-11-13,-0.008106381444571653
2020-11-16,-0.007775971619786937
2020-11-17,0.003188396857304099
2020-11-18,0.0024105987150218056
2020-11-19,0.005959922484751523
2020-11-20,0.0073387935488522515
2020-11-23,-0.024087550783997713
2020-11-24,0.013048668240786654
2020-11-25,0.004380705246144423
2020-11-27,0.013028135943002006
2020-11-30,-0.0013440589078577148
2020-12-01,0.027893405482386058
2020-12-02,-0.0023810116801037395
2020-12-03,-0.011709627061460282
2020-12-04,0.0015866337051617663
2020-12-07,0.03445800635909624
2020-12-08,-0.006067569750511481
2020-12-09,-0.03788732007071083
2020-12-10,0.015060233405193912
2020-12-11,0.004241734288480181
2020-12-14,0.03744437670557588
2020-12-15,-0.0050661278616424
2020-12-16,0.009668731698724287
2020-12-17,0.015259401923509053
2020-12-18,0.002904368443990002
2020-12-21,-0.010419969276425967
2020-12-22,-0.002991663348643314
2020-12-23,-0.024669927071728992
2020-12-24,-0.000991802871594949
2020-12-28,0.009970219915047984
2020-12-29,0.02238210007135777
2020-12-30,-0.011900104676572987
2020-12-31,0.030302986059218995
