Date,day,Open,High,Low,Close,5-day,10-day,signal,return,system_return,entry
2020-02-19,33,388.1199951171875,392.95001220703125,384.8999938964844,386.19000244140625,383.1559997558594,376.39300231933595,1,-0.004108682693504839,-0.004108682693504839,0.0
2020-02-20,34,386.55999755859375,389.70001220703125,376.67999267578125,386.0,384.3539978027344,378.0260009765625,1,-0.0004921131965964776,-0.0004921131965964776,0.0
2020-02-21,35,385.3299865722656,387.32000732421875,377.8999938964844,380.07000732421875,384.08800048828124,379.33800048828124,1,-0.01548190391204951,-0.01548190391204951,0.0
2020-02-24,36,364.760009765625,372.82000732421875,361.0,368.70001220703125,381.7480041503906,379.5310028076172,1,-0.030372127204380206,-0.030372127204380206,0.0
2020-02-25,37,372.0,375.6499938964844,357.7200012207031,360.0899963378906,376.2100036621094,378.43300170898436,-1,-0.02362934831302166,0.02362934831302166,-2.0
2020-02-26,38,366.30999755859375,382.0,365.0,379.239990234375,374.82000122070315,378.9880004882813,-1,0.05181523426386381,-0.05181523426386381,0.0
2020-02-27,39,371.4599914550781,391.55999755859375,370.6000061035156,371.7099914550781,371.9619995117188,378.1579986572266,-1,-0.020055266929334792,0.020055266929334792,0.0
2020-02-28,40,364.2099914550781,376.7699890136719,356.79998779296875,369.0299987792969,369.7539978027344,376.92099914550784,-1,-0.007236019128974647,0.007236019128974647,0.0
2020-03-02,41,373.1099853515625,381.3599853515625,364.5,381.04998779296875,372.2239929199219,376.9859985351562,-1,0.03205262983594359,-0.03205262983594359,0.0
2020-03-03,42,381.0299987792969,393.5199890136719,367.3999938964844,368.7699890136719,373.9599914550781,375.0849975585937,-1,-0.03275745439731814,0.03275745439731814,0.0
2020-03-04,43,377.7699890136719,384.010009765625,370.510009765625,383.7900085449219,374.8699951171875,374.8449981689453,1,0.03992243658206984,0.03992243658206984,2.0
2020-03-05,44,381.0,391.3999938964844,368.6400146484375,372.7799987792969,375.08399658203126,373.522998046875,1,-0.029107120232565897,-0.029107120232565897,0.0
2020-03-06,45,367.70001220703125,371.30999755859375,356.8500061035156,368.9700012207031,375.0719970703125,372.4129974365234,1,-0.010273086798227027,-0.010273086798227027,0.0
2020-03-09,46,343.8599853515625,357.4700012207031,341.7200012207031,346.489990234375,368.1599975585938,370.19199523925784,-1,-0.06286141323063266,0.06286141323063266,-2.0
2020-03-10,47,356.42999267578125,364.5400085449219,347.8500061035156,364.1300048828125,367.23200073242185,370.59599609375,-1,0.04965703014288092,-0.04965703014288092,0.0
2020-03-11,48,358.9200134277344,362.9800109863281,344.7900085449219,349.9200134277344,360.4580017089844,367.66399841308595,-1,-0.039806364840901054,0.039806364840901054,0.0
2020-03-12,49,326.5,335.7200012207031,307.32000732421875,315.25,348.952001953125,362.01799926757815,-1,-0.10433862045715436,0.10433862045715436,0.0
2020-03-13,50,330.510009765625,336.4200134277344,307.3900146484375,336.29998779296875,342.4179992675781,358.7449981689453,-1,0.06463760760315296,-0.06463760760315296,0.0
2020-03-16,51,306.6300048828125,334.3500061035156,294.75,298.8399963378906,332.88800048828125,350.5239990234375,-1,-0.11809528159499649,0.11809528159499649,0.0
2020-03-17,52,306.19000244140625,322.8999938964844,290.25,319.75,324.0119995117187,345.6220001220703,-1,0.0676311396057665,-0.0676311396057665,0.0
2020-03-18,53,302.3999938964844,331.5799865722656,300.0,315.4700012207031,317.1219970703125,338.7899993896484,-1,-0.013475846292513971,0.013475846292513971,0.0
2020-03-19,54,324.3299865722656,348.510009765625,316.82000732421875,332.0299987792969,320.4779968261719,334.7149993896484,-1,0.051161728436999176,-0.051161728436999176,0.0
2020-03-20,55,342.30999755859375,350.489990234375,332.0,332.8299865722656,319.78399658203125,331.1009979248047,-1,0.002406486167514821,-0.002406486167514821,0.0
2020-03-23,56,347.8900146484375,366.1099853515625,340.8800048828125,360.2699890136719,332.0699951171875,332.4789978027344,-1,0.07922191107504162,-0.07922191107504162,0.0
2020-03-24,57,369.989990234375,372.92999267578125,353.0299987792969,357.32000732421875,339.58399658203126,331.797998046875,1,-0.008221960514710247,-0.008221960514710247,2.0
2020-03-25,58,361.0199890136719,362.0,339.1700134277344,342.3900146484375,344.96799926757814,331.0449981689453,1,-0.04268127831476498,-0.04268127831476498,0.0
2020-03-26,59,344.0,363.8399963378906,341.7300109863281,362.989990234375,351.1599975585938,335.8189971923828,1,0.05842477775621724,0.05842477775621724,0.0
2020-03-27,60,359.0899963378906,368.55999755859375,353.0,357.1199951171875,356.01799926757815,337.9009979248047,1,-0.0163034126925945,-0.0163034126925945,0.0
2020-03-30,61,363.0,377.79998779296875,361.1700134277344,370.9599914550781,358.1559997558594,345.1129974365234,1,0.03802237096844596,0.03802237096844596,0.0
2020-03-31,62,367.92999267578125,383.010009765625,366.44000244140625,375.5,361.7919982910156,350.68799743652346,1,0.01216425415560174,0.01216425415560174,0.0
2020-04-01,63,376.04998779296875,380.2300109863281,361.0199890136719,364.0799865722656,366.12999267578124,355.5489959716797,1,-0.030884884377077704,-0.030884884377077704,0.0
2020-04-02,64,364.0799865722656,370.989990234375,360.05999755859375,370.0799865722656,367.54799194335936,359.35399475097654,1,0.016345575372688437,0.016345575372688437,0.0
2020-04-03,65,367.4700012207031,370.8999938964844,357.510009765625,361.760009765625,368.4759948730469,362.2469970703125,1,-0.022738126675379,-0.022738126675379,0.0
2020-04-06,66,365.2200012207031,380.2900085449219,361.7099914550781,379.9599914550781,370.2759948730469,364.21599731445315,1,0.04908492600855663,0.04908492600855663,0.0
2020-04-07,67,380.0,381.3299865722656,369.3399963378906,372.2799987792969,369.6319946289062,365.7119964599609,1,-0.020419705494459706,-0.020419705494459706,0.0
2020-04-08,68,374.010009765625,378.3900146484375,368.30999755859375,371.1199951171875,371.0399963378906,368.5849945068359,1,-0.003120808751993387,-0.003120808751993387,0.0
2020-04-09,69,371.05999755859375,372.1000061035156,363.0299987792969,370.7200012207031,371.1679992675781,369.3579956054688,1,-0.0010783833096681406,-0.0010783833096681406,0.0
2020-04-13,70,371.30999755859375,400.510009765625,367.70001220703125,396.7200012207031,378.1599975585938,373.3179962158203,1,0.06778368128101153,0.06778368128101153,0.0
2020-04-14,71,397.5,417.82000732421875,394.8500061035156,413.54998779296875,384.87799682617185,377.5769958496094,1,0.04154765136238048,0.04154765136238048,0.0
2020-04-15,72,413.0,434.9800109863281,412.25,426.75,395.7719970703125,382.7019958496094,1,0.03141996505430189,0.03141996505430189,0.0
2020-04-16,73,437.0,449.5199890136719,431.6099853515625,439.1700134277344,409.3820007324219,390.21099853515625,1,0.02868825075213355,0.02868825075213355,0.0
2020-04-17,74,431.0,432.0,414.70001220703125,422.9599914550781,419.8299987792969,395.4989990234375,1,-0.037609020702160656,-0.037609020702160656,0.0
2020-04-20,75,435.1700134277344,444.489990234375,430.55999755859375,437.489990234375,427.98399658203124,403.0719970703125,1,0.033776234347121736,0.033776234347121736,0.0
2020-04-21,76,444.7699890136719,447.0,425.6000061035156,433.8299865722656,432.0399963378906,408.45899658203126,1,-0.008401104728438469,-0.008401104728438469,0.0
2020-04-22,77,429.7300109863281,433.0,413.0,421.4200134277344,430.9739990234375,413.372998046875,1,-0.02902272839147635,-0.02902272839147635,0.0
2020-04-23,78,419.260009765625,438.4100036621094,419.260009765625,426.70001220703125,428.47999877929686,418.9309997558594,1,0.012451225850218073,0.012451225850218073,0.0
2020-04-24,79,425.0,427.1700134277344,415.8800048828125,424.989990234375,428.88599853515626,424.3579986572266,1,-0.004015602544598984,-0.004015602544598984,0.0
2020-04-27,80,425.0,429.0,420.8399963378906,421.3800048828125,425.66400146484375,426.8239990234375,-1,-0.008530565270694623,0.008530565270694623,-2.0
2020-04-28,81,419.989990234375,421.0,402.9100036621094,403.8299865722656,419.66400146484375,425.8519989013672,-1,-0.042541086913501225,0.042541086913501225,0.0
2020-04-29,82,399.5299987792969,415.8599853515625,393.6000061035156,411.8900146484375,417.75800170898435,424.3660003662109,-1,0.019762394900812552,-0.019762394900812552,0.0
2020-04-30,83,410.30999755859375,424.44000244140625,408.0,419.8500061035156,416.38800048828125,422.4339996337891,-1,0.01914116019297829,-0.01914116019297829,0.0
2020-05-01,84,415.1000061035156,427.9700012207031,411.7300109863281,415.2699890136719,414.4440002441406,421.6649993896484,-1,-0.0109686345324711,0.0109686345324711,0.0
2020-05-04,85,417.7799987792969,428.5400085449219,414.8699951171875,428.1499938964844,415.797998046875,420.7309997558594,-1,0.030544702582173677,-0.030544702582173677,0.0
2020-05-05,86,427.55999755859375,431.0,421.55999755859375,424.67999267578125,419.96799926757814,419.8160003662109,1,-0.008137660317715678,-0.008137660317715678,2.0
2020-05-06,87,429.29998779296875,439.7699890136719,426.3900146484375,434.260009765625,424.44199829101564,421.1,1,0.02230752865466279,0.02230752865466279,0.0
2020-05-07,88,436.8900146484375,438.8800048828125,430.6600036621094,436.5299987792969,427.7779968261719,422.08299865722654,1,0.00521364309032446,0.00521364309032446,0.0
2020-05-08,89,434.1400146484375,442.0,433.6400146484375,435.54998779296875,431.83399658203126,423.1389984130859,1,-0.0022475264057222333,-0.0022475264057222333,0.0
2020-05-11,90,436.3299865722656,444.8900146484375,435.55999755859375,440.5199890136719,434.30799560546876,425.05299682617186,1,0.011346250119093071,0.011346250119093071,0.0
2020-05-12,91,442.0,444.1700134277344,431.3599853515625,431.82000732421875,435.7359985351562,427.8519989013672,1,-0.019946970648243578,-0.019946970648243578,0.0
2020-05-13,92,435.69000244140625,447.0,427.2699890136719,438.2699890136719,436.5379943847656,430.4899963378906,1,0.01482628203599834,0.01482628203599834,0.0
2020-05-14,93,444.8999938964844,452.3800048828125,432.82000732421875,441.95001220703125,437.6219970703125,432.6999969482422,1,0.008361647382755244,0.008361647382755244,0.0
2020-05-15,94,440.70001220703125,455.0,437.510009765625,454.19000244140625,441.35,436.5919982910156,1,0.027318836943867275,0.027318836943867275,0.0
2020-05-18,95,451.1600036621094,456.3599853515625,443.3500061035156,452.5799865722656,443.7619995117187,439.0349975585938,1,-0.003551104647377734,-0.003551104647377734,0.0
2020-05-19,96,453.3999938964844,458.9700012207031,450.4700012207031,451.0400085449219,447.6059997558594,441.67099914550784,1,-0.003408467113555247,-0.003408467113555247,0.0
2020-05-20,97,454.25,455.80999755859375,444.0,447.6700134277344,449.4860046386719,443.0119995117187,1,-0.007499662472230106,-0.007499662472230106,0.0
2020-05-21,98,448.55999755859375,448.9599914550781,430.25,436.25,448.34600219726565,442.98399963378904,1,-0.025840910321866417,-0.025840910321866417,0.0
2020-05-22,99,437.0,439.0899963378906,427.17999267578125,429.32000732421875,443.37200317382815,442.3610015869141,1,-0.016012894843267844,-0.016012894843267844,0.0
2020-05-26,100,427.7699890136719,428.5,413.1400146484375,414.7699890136719,435.81000366210935,439.78600158691404,-1,-0.03447845543283634,0.03447845543283634,-2.0
2020-05-27,101,410.3800048828125,420.0199890136719,397.8599853515625,419.8900146484375,429.5800048828125,438.59300231933594,-1,0.012268683858303042,-0.012268683858303042,0.0
2020-05-28,102,417.239990234375,422.3699951171875,411.5,413.44000244140625,422.7340026855469,436.11000366210936,-1,-0.015480400039549203,0.015480400039549203,0.0
2020-05-29,103,417.4599914550781,420.29998779296875,411.8500061035156,419.7300109863281,419.4300048828125,433.88800354003905,-1,0.01509926652876814,-0.01509926652876814,0.0
2020-06-01,104,418.8299865722656,426.7200012207031,415.9800109863281,425.9200134277344,418.7500061035156,431.0610046386719,-1,0.014639893145115046,-0.014639893145115046,0.0
2020-06-02,105,425.8699951171875,427.5899963378906,419.4599914550781,427.30999755859375,421.2580078125,428.5340057373047,-1,0.0032581726910638764,-0.0032581726910638764,0.0
2020-06-03,106,426.95001220703125,427.1000061035156,418.04998779296875,421.9700012207031,421.67400512695315,425.6270050048828,-1,-0.012575515069765508,0.012575515069765508,0.0
2020-06-04,107,422.3900146484375,428.7099914550781,410.0299987792969,414.3299865722656,421.852001953125,422.2930023193359,-1,-0.018271499004829828,0.018271499004829828,0.0
2020-06-05,108,407.2900085449219,420.239990234375,404.25,419.6000061035156,421.8260009765625,420.6280029296875,1,0.012639165718537626,0.012639165718537626,2.0
2020-06-08,109,416.0,420.79998779296875,406.5,419.489990234375,420.5399963378906,419.64500122070314,1,-0.0002622266270631002,-0.0002622266270631002,0.0
2020-06-09,110,421.6499938964844,434.7300109863281,420.30999755859375,434.04998779296875,421.88799438476565,421.5730010986328,1,0.0341200422731438,0.0341200422731438,0.0
2020-06-10,111,436.0,439.69000244140625,430.54998779296875,434.4800109863281,424.38999633789064,423.03200073242186,1,0.0009902322984869372,0.0009902322984869372,0.0
2020-06-11,112,428.20001220703125,445.57000732421875,424.1600036621094,425.55999755859375,426.63599853515626,424.24400024414064,1,-0.020743996101503903,-0.020743996101503903,0.0
2020-06-12,113,429.0,434.05999755859375,412.45001220703125,418.07000732421875,426.3299987792969,424.0779998779297,1,-0.017757042773079768,-0.017757042773079768,0.0
2020-06-15,114,421.3999938964844,426.489990234375,415.4200134277344,425.5,427.53200073242186,424.03599853515624,1,0.01761604787526938,0.01761604787526938,0.0
2020-06-16,115,425.760009765625,437.9599914550781,425.17999267578125,436.1300048828125,427.9480041503906,424.9179992675781,1,0.024675427226601876,0.024675427226601876,0.0
2020-06-17,116,441.82000732421875,450.4599914550781,439.2200012207031,447.7699890136719,430.6059997558594,427.497998046875,1,0.026339307950925317,0.026339307950925317,0.0
2020-06-18,117,448.7300109863281,452.760009765625,442.79998779296875,449.8699951171875,435.46799926757814,431.0519989013672,1,0.004678958094256558,0.004678958094256558,0.0
2020-06-19,118,449.1199951171875,453.9700012207031,445.6000061035156,453.7200012207031,442.597998046875,434.46399841308596,1,0.008521629096061467,0.008521629096061467,0.0
2020-06-22,119,455.010009765625,468.5899963378906,454.2099914550781,468.0400085449219,451.1059997558594,439.3190002441406,1,0.031073510226302226,0.031073510226302226,0.0
2020-06-23,120,466.5,474.010009765625,464.5,466.260009765625,457.1320007324219,442.5400024414063,1,-0.0038103412137795445,-0.0038103412137795445,0.0
2020-06-24,121,468.5400085449219,472.3599853515625,454.0,457.8500061035156,459.14800415039065,444.877001953125,1,-0.01820180650923664,-0.01820180650923664,0.0
2020-06-25,122,458.8599853515625,467.010009765625,454.0,465.9100036621094,462.356005859375,448.91200256347656,1,0.017450857401408726,0.017450857401408726,0.0
2020-06-26,123,466.3900146484375,468.0299987792969,442.239990234375,443.3999938964844,460.29200439453126,451.44500122070315,1,-0.04952020686901637,-0.04952020686901637,0.0
2020-06-29,124,445.2300109863281,447.6700134277344,432.1400146484375,447.239990234375,456.1320007324219,453.61900024414064,1,0.008623058026902441,0.008623058026902441,0.0
2020-06-30,125,450.0199890136719,457.5899963378906,447.0,455.0400085449219,453.88800048828125,455.51000061035154,-1,0.017290004509363577,-0.017290004509363577,-2.0
2020-07-01,126,454.0,488.2300109863281,454.0,485.6400146484375,459.4460021972656,459.2970031738281,1,0.06508229288571599,0.06508229288571599,2.0
2020-07-02,127,485.6400146484375,492.2799987792969,475.5299987792969,476.8900146484375,461.6420043945312,461.99900512695314,-1,-0.018181751794561052,0.018181751794561052,-2.0
2020-07-06,128,480.7699890136719,499.5,479.79998779296875,493.80999755859375,471.7240051269531,466.0080047607422,1,0.0348649358314459,0.0348649358314459,2.0
2020-07-07,129,497.30999755859375,504.82000732421875,490.8299865722656,493.1600036621094,480.9080078125,468.52000427246094,1,-0.0013171504496636288,-0.0013171504496636288,0.0
2020-07-08,130,498.5799865722656,505.1000061035156,493.80999755859375,502.7799987792969,490.456005859375,472.1720031738281,1,0.019319023823479498,0.019319023823479498,0.0
2020-07-09,131,508.3999938964844,510.0,495.7799987792969,507.760009765625,494.8800048828125,477.1630035400391,1,0.009856217981337068,0.009856217981337068,0.0
2020-07-10,132,519.72998046875,555.8800048828125,511.2799987792969,548.72998046875,509.247998046875,485.44500122070315,1,0.07759756743141821,0.07759756743141821,0.0
2020-07-13,133,567.97998046875,575.3699951171875,520.9600219726562,525.5,515.5859985351562,493.6550018310547,1,-0.04325629134538467,-0.04325629134538467,0.0
2020-07-14,134,517.0800170898438,525.5,490.489990234375,524.8800048828125,521.9299987792969,501.41900329589845,1,-0.001180515977662111,-0.001180515977662111,0.0
2020-07-15,135,516.2999877929688,529.0,510.17999267578125,523.260009765625,526.0260009765625,508.2410034179687,1,-0.003091183209349424,-0.003091183209349424,0.0
2020-07-16,136,526.47998046875,535.5399780273438,504.3599853515625,527.3900146484375,529.952001953125,512.4160034179688,1,0.007861849444309676,0.007861849444309676,0.0
2020-07-17,137,494.8699951171875,503.5899963378906,484.1400146484375,492.989990234375,518.80400390625,514.0260009765625,1,-0.0674514705219682,-0.0674514705219682,0.0
2020-07-20,138,489.1400146484375,504.5,484.20001220703125,502.4100036621094,514.1860046386719,514.8860015869141,-1,0.01892765665124596,-0.01892765665124596,-2.0
2020-07-21,139,506.0,506.2200012207031,488.6099853515625,490.1000061035156,507.2300048828125,514.5800018310547,-1,-0.02480706233446739,0.02480706233446739,0.0
2020-07-22,140,492.19000244140625,497.20001220703125,487.20001220703125,489.82000732421875,500.54200439453126,513.2840026855469,-1,-0.0005714727387546858,0.0005714727387546858,0.0
2020-07-23,141,491.1300048828125,491.8999938964844,472.0199890136719,477.5799865722656,490.5799987792969,510.26600036621096,-1,-0.02530633459189424,0.02530633459189424,0.0
2020-07-24,142,468.7699890136719,487.1700134277344,467.5400085449219,480.45001220703125,488.07200317382814,503.43800354003906,-1,0.005991533092306156,-0.005991533092306156,0.0
2020-07-27,143,484.510009765625,496.9200134277344,482.30999755859375,495.6499938964844,486.7200012207031,500.4530029296875,-1,0.03114683003397012,-0.03114683003397012,0.0
2020-07-28,144,496.0199890136719,497.7900085449219,487.760009765625,488.510009765625,486.402001953125,496.8160034179688,-1,-0.014510058071725673,0.014510058071725673,0.0
2020-07-29,145,492.25,494.9200134277344,484.1300048828125,484.4800109863281,485.33400268554686,492.93800354003906,-1,-0.008283788607450937,0.008283788607450937,0.0
2020-07-30,146,480.7099914550781,488.3500061035156,477.510009765625,485.79998779296875,486.9780029296875,488.7790008544922,-1,0.0027208179548177114,-0.0027208179548177114,0.0
2020-07-31,147,488.2900085449219,494.79998779296875,484.5,488.8800048828125,488.66400146484375,488.3680023193359,1,0.006320079134029655,0.006320079134029655,2.0
2020-08-03,148,490.8599853515625,503.0899963378906,490.2300109863281,498.6199951171875,489.25800170898435,487.98900146484374,1,0.01972720223239488,0.01972720223239488,0.0
2020-08-04,149,498.6499938964844,510.44000244140625,498.6499938964844,509.6400146484375,493.4840026855469,489.94300231933596,1,0.021860350049087707,0.021860350049087707,0.0
2020-08-05,150,508.67999267578125,510.1000061035156,501.20001220703125,502.1099853515625,497.00999755859374,491.1720001220703,1,-0.0148854328360013,-0.0148854328360013,0.0
2020-08-06,151,504.1099853515625,510.82000732421875,498.70001220703125,509.0799865722656,501.66599731445314,494.32200012207034,1,0.013785958727480008,0.013785958727480008,0.0
2020-08-07,152,505.45001220703125,508.2900085449219,486.67999267578125,494.7300109863281,502.83599853515625,495.75,1,-0.028592967331870334,-0.028592967331870334,0.0
2020-08-10,153,493.3500061035156,497.4599914550781,478.6300048828125,483.3800048828125,499.7880004882812,494.5230010986328,1,-0.023209077504277253,-0.023209077504277253,0.0
2020-08-11,154,479.75,480.9200134277344,466.54998779296875,466.92999267578125,491.24599609375,492.36499938964846,-1,-0.03462376609691997,0.03462376609691997,-2.0
2020-08-12,155,471.3399963378906,482.489990234375,470.17999267578125,475.4700012207031,485.9179992675781,491.46399841308596,-1,0.018124453265498275,-0.018124453265498275,0.0
2020-08-13,156,478.3999938964844,484.45001220703125,476.45001220703125,481.3299865722656,480.3679992675781,491.0169982910156,-1,0.01224928657597335,-0.01224928657597335,0.0
2020-08-14,157,482.82000732421875,488.3299865722656,480.2099914550781,482.67999267578125,477.95799560546874,490.3969970703125,-1,0.002800815375554322,-0.002800815375554322,0.0
2020-08-17,158,484.19000244140625,486.239990234375,479.1000061035156,482.3500061035156,477.7519958496094,488.76999816894534,-1,-0.0006838887610625122,0.0006838887610625122,0.0
2020-08-18,159,484.3500061035156,495.29998779296875,482.79998779296875,491.8699951171875,482.7399963378906,486.9929962158203,-1,0.019544439738448993,-0.019544439738448993,0.0
2020-08-19,160,493.92999267578125,494.5,483.5,484.5299987792969,484.5519958496094,485.23499755859376,-1,-0.015035097609542802,0.015035097609542802,0.0
2020-08-20,161,484.69000244140625,498.94000244140625,483.8900146484375,497.8999938964844,487.8659973144531,484.11699829101565,1,0.027219894990444082,0.027219894990444082,2.0
2020-08-21,162,496.4599914550781,498.1300048828125,490.0,492.30999755859375,489.7919982910156,483.8749969482422,1,-0.011290646973463048,-0.011290646973463048,0.0
2020-08-24,163,495.44000244140625,501.0,483.1600036621094,488.80999755859375,491.08399658203126,484.4179962158203,1,-0.0071347334974909415,-0.0071347334974909415,0.0
2020-08-25,164,488.19000244140625,492.4700012207031,485.0899963378906,490.5799865722656,490.82599487304685,486.7829956054687,1,0.003614476295129343,0.003614476295129343,0.0
2020-08-26,165,492.5,549.0399780273438,492.0799865722656,547.530029296875,503.4260009765625,493.98899841308594,1,0.10982897100358446,0.10982897100358446,0.0
2020-08-27,166,537.780029296875,541.0,521.25,526.27001953125,509.1000061035156,498.4830017089844,1,-0.0396028820797536,-0.0396028820797536,0.0
2020-08-28,167,532.0,539.0,522.0,523.8900146484375,515.4160095214844,502.60400390625,1,-0.004532659556859997,-0.004532659556859997,0.0
2020-08-31,168,521.1599731445312,531.989990234375,517.5800170898438,529.5599975585938,523.5660095214844,507.3250030517578,1,0.010764701878435368,0.010764701878435368,0.0
2020-09-01,169,532.5999755859375,557.3900146484375,532.4500122070312,556.5499877929688,536.760009765625,513.793002319336,1,0.0497105235466373,0.0497105235466373,0.0
2020-09-02,170,553.780029296875,556.5,537.3699951171875,552.8400268554688,537.8220092773438,520.6240051269531,1,-0.006688314692724795,-0.006688314692724795,0.0
2020-09-03,171,545.0,554.0,521.3200073242188,525.75,537.7180053710938,523.4090057373047,1,-0.05024286273030487,-0.05024286273030487,0.0
2020-09-04,172,520.1799926757812,527.3599853515625,485.9800109863281,516.0499877929688,536.15,525.7830047607422,1,-0.01862217822561263,-0.01862217822561263,0.0
2020-09-08,173,498.3999938964844,522.0,495.0,507.0199890136719,531.6419982910156,527.60400390625,1,-0.017653207480731403,-0.017653207480731403,0.0
2020-09-09,174,519.2100219726562,520.0,492.57000732421875,500.19000244140625,520.3700012207031,528.5650054931641,-1,-0.013562397755030098,0.013562397755030098,-2.0
2020-09-10,175,503.3500061035156,506.2900085449219,478.8399963378906,480.6700134277344,505.9359985351563,521.87900390625,-1,-0.03980703922048345,0.03980703922048345,0.0
2020-09-11,176,486.489990234375,493.7300109863281,476.80999755859375,482.0299987792969,497.19199829101564,517.4550018310547,-1,0.0028253583442579,-0.0028253583442579,0.0
2020-09-14,177,480.6199951171875,488.989990234375,471.29998779296875,476.260009765625,489.2340026855469,512.6920013427734,-1,-0.01204240614459362,0.01204240614459362,0.0
2020-09-15,178,484.0,497.4700012207031,481.6300048828125,495.989990234375,487.0280029296875,509.3350006103516,-1,0.04059180144159047,-0.04059180144159047,0.0
2020-09-16,179,499.989990234375,504.6600036621094,483.30999755859375,483.8599853515625,483.7619995117187,502.0660003662109,-1,-0.024760167140689404,0.024760167140689404,0.0
2020-09-17,180,475.1600036621094,478.3999938964844,463.2699890136719,470.20001220703125,481.6679992675781,493.8019989013672,-1,-0.028637416334189147,0.028637416334189147,0.0
2020-09-18,181,472.510009765625,479.3999938964844,458.6000061035156,469.9599914550781,479.2539978027344,488.222998046875,-1,-0.0005105955501880644,0.0005105955501880644,0.0
2020-09-21,182,467.69000244140625,487.7799987792969,466.32000732421875,487.3500061035156,481.4719970703125,485.3529998779297,-1,0.036334996789964435,-0.036334996789964435,0.0
2020-09-22,183,489.010009765625,491.82000732421875,479.260009765625,491.1700134277344,480.50800170898435,483.76800231933595,-1,0.007807764080374646,-0.007807764080374646,0.0
2020-09-23,184,491.0400085449219,491.0400085449219,469.0,470.6099853515625,477.8580017089844,480.81000061035155,-1,-0.0427606329777106,0.0427606329777106,0.0
